station_naptan,naptan_id,ics_code,name,zone,lat,lon,modes
940GZZLUECT,4900ZZLUECT1,1000064,Earl's Court Station,1+2,51.4922,-0.19319,tube
940GZZLUEAN,4900ZZLUEAN1,1000065,East Acton Station,2,51.51659,-0.24749,tube
940GZZCRECR,4900ZZCRECR1,1000336,East Croydon,,51.37489,-0.09243,tram
,HUBECY,1001089,East Croydon,,51.375995,-0.091172,bus;national-rail;tram
940GZZLUEFY,4900ZZLUEFY1,1000067,East Finchley Station,3,51.58704,-0.16428,tube
940GZZLUEHM,4900ZZLUEHM1,1000068,East Ham Station,3+4,51.53929,0.05127,tube
940GZZDLEIN,4900ZZDLEIN1,1002033,East India Station,2/3,51.50944,-0.00263,bus;dlr
940GZZLUEPY,4900ZZLUEPY1,1000069,East Putney Station,2+3,51.45916,-0.21074,tube
940GZZLUEAE,4900ZZLUEAE1,1000066,Eastcote Station,5,51.57645,-0.39725,tube
940GZZLUEGW,4900ZZLUEGW1,1000070,Edgware Bus Station,5,51.61366,-0.27582,tube
940GZZLUERC,4900ZZLUERC1,1000072,Edgware Road Station,1,51.51967,-0.16803,tube
940GZZLUERB,4900ZZLUERB1,1000071,Edgware Road Station  / Bakerloo Line,1,51.52021,-0.17027,tube
,HUBEPH,1000073,Elephant & Castle,1+2,51.494505,-0.099185,bus;national-rail;tube
940GZZLUEAC,4900ZZLUEAC1,1000073,Elephant & Castle Station,1+2,51.49573,-0.10083,tube
940GZZLUEPK,4900ZZLUEPK1,1000074,Elm Park Station,6,51.54992,0.19922,tube
,HUBELM,1001094,Elmers End,,51.398302,-0.049429,bus;national-rail;tram
940GZZCRELM,4900ZZCRELM1,1001094,Elmers End Station,,51.39851,-0.04956,tram
940GZZDLELV,4900ZZDLELV1,1002035,Elverson Road,2+3,51.46895,-0.01668,dlr
930GEMB,4900EMB0,1002036,Embankment Pier.,,51.5072,-0.12182,river-bus
940GZZLUEMB,4900ZZLUEMB1,1000075,Embankment Station,1,51.50738,-0.12257,tube
940GZZLUEPG,9400ZZLUEPG,1000076,Epping Underground Station,6,51.69368,0.113767,tube
,HUBEUS,1000077,Euston,1,51.527365,-0.132754,bus;national-rail;overground;tube
940GZZLUESQ,4900ZZLUESQ1,1000078,Euston Square Station,1,51.52581,-0.13575,tube
940GZZLUEUS,9400ZZLUEUS,1000077,Euston Underground Station,1,51.527999,-0.133785,tube
940GZZLUFLP,4900ZZLUFLP1,1000079,Fairlop Station,4,51.59557,0.09071,tube
,HUBZFD,1000080,Farringdon,1,51.520214,-0.105054,bus;elizabeth-line;national-rail;tube
940GZZLUFCN,4900ZZLUFCN1,1000080,Farringdon Station,1,51.5201,-0.1047,tube
940GZZCRFLD,4900ZZCRFLD0,1002038,Fieldway,,51.3513,-0.02425,tram
940GZZLUFYC,4900ZZLUFYC1,1000081,Finchley Central Station,4,51.60109,-0.19235,tube
940GZZLUFYR,4900ZZLUFYR1,1000082,Finchley Road Station,2,51.54688,-0.17976,tube
,HUBFPK,1000083,Finsbury Park,2,51.564778,-0.105876,bus;national-rail;tube
940GZZLUFPK,4900ZZLUFPK1,1000083,Finsbury Park Station,2,51.56521,-0.10779,tube
940GZZLUFBY,4900ZZLUFBY1,1000084,Fulham Broadway Station,2,51.4801,-0.19541,tube
940GZZDLGAL,4900ZZDLGAL1,1002039,Gallions Reach Station,3,51.50875,0.07196,dlr
940GZZLUGTH,4900ZZLUGTH1,1000085,Gants Hill Station,4,51.57745,0.06561,tube
940GZZCRCEN,4900ZZCRCEN0,1002040,George Street,,51.37398,-0.09875,tram
940GZZLUGTR,4900ZZLUGTR1,1000086,Gloucester Road Station,1,51.49433,-0.18258,tube
940GZZLUGGN,4900ZZLUGGN1,1000087,Golders Green Station,3,51.57253,-0.194,tube
940GZZLUGHK,4900ZZLUGHK1,1000088,Goldhawk Road Station,2,51.50193,-0.22731,tube
940GZZLUGDG,4900ZZLUGDG1,1000089,Goodge Street Station,1,51.52067,-0.1345,tube
940GZZLUGGH,9400ZZLUGGH,1000090,Grange Hill Underground Station,4,51.613378,0.092066,bus;tube
940GZZCRGRA,4900ZZCRGRA0,1002041,Gravel Hill,,51.35467,-0.04235,tram
940GZZLUGPS,4900ZZLUGPS1,1000091,Great Portland Street Station,1,51.52388,-0.1439,tube
940GZZLUGPK,4900ZZLUGPK1,1000093,Green Park Station,1,51.50673,-0.14274,tube
,HUBGFD,1000092,Greenford,4,51.542657,-0.345789,bus;national-rail;tube
940GZZLUGFD,9400ZZLUGFD,1000092,Greenford Underground Station,4,51.542424,-0.34605,tube
930GGLP,4900GLP0,1002089,Greenland Surrey Quays Pier.,,51.4948,-0.03273,river-bus
,HUBGNW,1001123,Greenwich,2+3,51.478235,-0.014096,bus;dlr;national-rail
940GZZALGWP,4900ZZALGWP0,1020079,Greenwich Peninsula,,51.49981,0.00799,cable-car
930GGNW,4900GNW0,1002088,Greenwich Pier.,,51.4835,-0.00951,river-bus
940GZZDLGRE,4900ZZDLGRE1,1001123,Greenwich Station,2+3,51.47792,-0.01322,dlr
940GZZDLCUT,4900ZZDLCUT1,1002027,Greenwich Town Ctr / Cutty Sark Stn,2+3,51.48151,-0.0108,dlr
,HUBGUN,1000094,Gunnersbury,3,51.491745,-0.275276,bus;overground;tube
940GZZLUGBY,9400ZZLUGBY,1000094,Gunnersbury Underground Station,3,51.491803,-0.275267,tube
940GZZLUHLT,9400ZZLUHLT,1000095,Hainault Underground Station,4,51.603659,0.093482,tube
,HUBHMS,1000096,Hammersmith,2,51.492304,-0.223619,bus;tube
940GZZLUHSD,4900ZZLUHSD1,1000096,Hammersmith (District and Piccadilly) Station,2,51.4926,-0.22424,tube
940GZZLUHSC,4900ZZLUHSC1,1000097,Hammersmith Stn / H&c and Circle Lines,2,51.49339,-0.22503,tube
940GZZLUHTD,4900ZZLUHTD1,1000098,Hampstead Station,2+3,51.55663,-0.17836,tube
940GZZLUHGR,4900ZZLUHGR1,1000099,Hanger Lane Station,3,51.53013,-0.29275,tube
,HUBHDN,1000100,Harlesden,3,51.536305,-0.257774,bus;overground;tube
940GZZLUHSN,9400ZZLUHSN,1000100,Harlesden Underground Station,3,51.53631,-0.257883,tube
940GZZCRHAR,4900ZZCRHAR0,1002045,Harrington Road,,51.39944,-0.06038,tram
,HUBHRW,1000101,Harrow & Wealdstone,5,51.592216,-0.334896,bus;national-rail;overground;tube
940GZZLUHAW,9400ZZLUHAW,1000101,Harrow & Wealdstone Underground Station,5,51.592268,-0.335217,tube
,HUBHOH,1000102,Harrow-on-the-Hill,5,51.579197,-0.337226,bus;national-rail;tube
940GZZLUHOH,9400ZZLUHOH,1000102,Harrow-on-the-Hill Underground Station,5,51.579195,-0.337225,tube
940GZZLUHNX,4900ZZLUHNX1,1000103,Hatton Cross Station,5+6,51.46653,-0.42297,tube
,HUBHX4,1000104,Heathrow Airport Terminal 4,6,51.458837,-0.446419,bus;elizabeth-line;national-rail;plane;tube
,HUBHX5,1016430,Heathrow Airport Terminal 5,6,51.471569,-0.489556,bus;elizabeth-line;national-rail;plane;tube
940GZZLUHR4,9400ZZLUHR4,1000104,Heathrow Terminal 4 Underground Station,6,51.458524,-0.445771,tube
940GZZLUHR5,9400ZZLUHR5,1016430,Heathrow Terminal 5 Underground Station,6,51.470052,-0.49056,tube
,HUBH13,1000105,Heathrow Terminals 2 & 3,6,51.471618,-0.454037,bus;elizabeth-line;national-rail;plane;tube
940GZZLUHRC,4900ZZLUHRC1,1000105,Heathrow Terminals 2 & 3 Underground Station,6,51.47235,-0.45198,tube
940GZZLUHCL,4900ZZLUHCL1,1000106,Hendon Central Station,3+4,51.58298,-0.22694,tube
940GZZDLHEQ,4900ZZDLHEQ1,1002046,Heron Quays,2,51.50317,-0.02134,dlr
940GZZLUHBT,4900ZZLUHBT1,1000107,High Barnet Station,5,51.65047,-0.19442,tube
940GZZLUHSK,4900ZZLUHSK1,1000110,High Street Kensington Station,1,51.50103,-0.19292,tube
,HUBHHY,1000108,Highbury & Islington,2,51.546269,-0.103538,bus;national-rail;overground;tube
940GZZLUHAI,9400ZZLUHAI,1000108,Highbury & Islington Underground Station,2,51.54635,-0.103324,tube
940GZZLUHGT,4900ZZLUHGT1,1000109,Highgate Station,3,51.57781,-0.14553,tube
940GZZLUHGD,4900ZZLUHGD1,1000111,Hillingdon Station,6,51.55372,-0.44813,tube
940GZZLUHBN,4900ZZLUHBN1,1000112,Holborn Station,1,51.51736,-0.11999,tube
940GZZLUHPK,4900ZZLUHPK1,1000113,Holland Park Station,2,51.50742,-0.20564,tube
940GZZLUHWY,4900ZZLUHWY1,1000114,Holloway Road Station,2,51.5529,-0.11274,tube
940GZZLUHCH,4900ZZLUHCH1,1000115,Hornchurch Station,6,51.5541,0.21925,tube
940GZZLUHWC,4900ZZLUHWC1,1000116,Hounslow Central Station,4,51.4712,-0.36701,tube
940GZZLUHWE,4900ZZLUHWE1,1000117,Hounslow East Station,4,51.47331,-0.3568,tube
940GZZLUHWT,4900ZZLUHWT1,1000118,Hounslow West Station,5,51.47305,-0.38564,tube
940GZZLUHPC,4900ZZLUHPC1,1000119,Hyde Park Corner,1,51.50493,-0.15203,tube
940GZZLUICK,4900ZZLUICK1,1000120,Ickenham Station,6,51.56202,-0.4419,tube
940GZZDLISL,4900ZZDLISL2,1002048,Island Gardens Station,2,51.48782,-0.01001,dlr
940GZZLUKNG,4900ZZLUKNG1,1000121,Kennington Station,1+2,51.48834,-0.1058,tube
,HUBKNL,1000122,Kensal Green,2,51.530545,-0.22505,bus;overground;tube
940GZZLUKSL,9400ZZLUKSL,1000122,Kensal Green Underground Station,2,51.530539,-0.225016,tube
,HUBKPA,1000170,Kensington (Olympia),2,51.496156,-0.210502,bus;national-rail;overground;tube
940GZZLUKOY,9400ZZLUKOY,1000170,Kensington (Olympia) Underground Station,2,51.497624,-0.210015,tube
,HUBKTN,1000123,Kentish Town,2,51.550409,-0.140545,bus;national-rail;tube
940GZZLUKSH,9400ZZLUKSH,1000123,Kentish Town Underground Station,2,51.550312,-0.140733,tube
,HUBKNT,1000124,Kenton,4,51.581786,-0.316946,bus;overground;tube
940GZZLUKEN,9400ZZLUKEN,1000124,Kenton Underground Station,4,51.581756,-0.31691,tube
,HUBKWG,1000125,Kew Gardens,3+4,51.477069,-0.285148,bus;overground;tube
940GZZLUKWG,9400ZZLUKWG,1000125,Kew Gardens Underground Station,3+4,51.477058,-0.285241,tube
940GZZLUKPK,4900ZZLUKPK1,1000127,Kilburn Park Station,2,51.53505,-0.19358,tube
940GZZLUKBN,4900ZZLUKBN1,1000126,Kilburn Station,2,51.54693,-0.20409,tube
940GZZDLKGV,4900ZZDLKGV1,1002009,King George V.,3,51.50194,0.06177,dlr
940GZZCRKGH,4900ZZCRKGH0,1002050,King Henry's Drive Tram Stop,,51.34614,-0.02085,tram
,HUBKGX,1000129,King's Cross & St Pancras International,1,51.531683,-0.123538,bus;international-rail;national-rail;tube
940GZZLUKSX,4900ZZLUKSX1,1000129,King's Cross Station,1,51.5302,-0.12385,tube
940GZZLUKBY,4900ZZLUKBY1,1000128,Kingsbury Station,4,51.58498,-0.2787,tube
940GZZLUKNB,4900ZZLUKNB1,1000130,Knightsbridge Station,1,51.50196,-0.16034,bus;tube
940GZZLULAD,4900ZZLULAD1,1000131,Ladbroke Grove Station,2,51.51742,-0.21007,tube
940GZZLULBN,4900ZZLULBN1,1000132,Lambeth North Station,1,51.49885,-0.11221,tube
940GZZLULGT,4900ZZLULGT1,1000133,Lancaster Gate Station,1,51.51168,-0.17542,tube
940GZZDLLDP,9400ZZDLLDP,1002034,Langdon Park DLR Station,2,51.515172,-0.01415,dlr
940GZZLULRD,4900ZZLULRD1,1000134,Latimer Road Station,2,51.5137,-0.21763,tube
940GZZCRLEB,4900ZZCRLEB,1002052,Lebanon Road,,51.3752,-0.085,tram
940GZZLULSQ,4900ZZLULSQ1,1000135,Leicester Square Station,1,51.51128,-0.12823,tube
,HUBLEW,1001177,Lewisham,2+3,51.465081,-0.013016,bus;dlr;national-rail
940GZZDLLEW,4900ZZDLLEW1,1001177,Lewisham Station,2+3,51.46459,-0.01281,dlr
940GZZLULYN,4900ZZLULYN1,1000136,Leyton Station,3,51.55649,-0.00582,tube
940GZZLULYS,4900ZZLULYS1,1000137,Leytonstone Station,3+4,51.56836,0.00719,tube
,HUBLHS,1001180,Limehouse,2,51.512469,-0.039799,bus;dlr;national-rail
940GZZDLLIM,9400ZZDLLIM,1001180,Limehouse DLR Station,2,51.512393,-0.039809,dlr
,HUBLST,1000138,Liverpool Street,1,51.51794,-0.083162,bus;elizabeth-line;national-rail;overground;tube
940GZZLULVT,4900ZZLULVT3,1000138,Liverpool Street Station,1,51.51714,-0.08276,tube
940GZZCRLOY,4900ZZCRLOY1,1002055,Lloyd Park,,51.36417,-0.08232,tram
,HUBLBG,1000139,London Bridge,1,51.505881,-0.086807,bus;national-rail;tube
930GLBR,4900LBR0,1002056,London Bridge City Pier.,,51.50649,-0.08473,river-bus
940GZZLULNB,9400ZZLULNB,1000139,London Bridge Underground Station,1,51.505721,-0.088873,tube
940GZZDLLCA,4900ZZDLLCA1,1002000,London City Airport,3,51.50329,0.0498,dlr
,HUBLCY,1002000,London City Airport,3,51.503419,0.048749,bus;dlr;plane
930GWMP,4900WMP0,1002080,London Eye Waterloo Pier.,,51.50368,-0.11935,river-bus
940GZZLULGN,9400ZZLULGN,1000140,Loughton Underground Station,6,51.641443,0.055476,bus;tube
940GZZLUMVL,4900ZZLUMVL1,1000141,Maida Vale Station,2,51.52981,-0.18587,tube
940GZZLUMRH,4900ZZLUMRH1,1000142,Manor House Station,2+3,51.57108,-0.09631,tube
940GZZLUMSH,4900ZZLUMSH1,1000143,Mansion House Station,1,51.51216,-0.09389,tube
940GZZLUMBA,4900ZZLUMBA1,1000144,Marble Arch Station,1,51.51352,-0.16078,tube
,HUBMYB,1000145,Marylebone,1,51.521602,-0.163013,bus;national-rail;tube
940GZZLUMYB,9400ZZLUMYB,1000145,Marylebone Underground Station,1,51.522322,-0.163207,tube
930GMHT,4900MHT0,1002097,Masthouse Terrace Pier.,,51.4877,-0.02174,river-bus
940GZZCRMTP,4900ZZCRMTP0,1002057,Merton Park Tram Stop,,51.41436,-0.20214,tram
940GZZLUMED,4900ZZLUMED1,1000146,Mile End Station,2,51.52525,-0.0334,tube
940GZZLUMHL,4900ZZLUMHL1,1000147,Mill Hill East Station,4,51.60827,-0.20977,tube
930GMBK,4900MBK0,1016418,Millbank Pier.,,51.49134,-0.12575,river-bus
,HUBMJT,1001194,Mitcham Junction,,51.393147,-0.158738,bus;national-rail;tram
940GZZCRMJT,9400ZZCRMJT,1001194,Mitcham Junction Tram Stop,,51.392868,-0.158263,tram
940GZZCRMCH,4900ZZCRMCH0,1002058,Mitcham Tram Stop,,51.39778,-0.17258,tram
940GZZLUMMT,4900ZZLUMMT1,1000148,Monument Station,1,51.51051,-0.08596,tube
940GZZLUMPK,2100ZZLUMPK0,1000150,Moor Park Underground Station,6+7,51.629693,-0.432704,tube
,HUBZMG,1000149,Moorgate,1,51.518338,-0.088627,bus;national-rail;tube
940GZZLUMGT,9400ZZLUMGT,1000149,Moorgate Underground Station,1,51.518176,-0.088322,tube
940GZZCRMDN,4900ZZCRMDN0,1002060,Morden Road,,51.40876,-0.19246,tram
940GZZLUMDN,4900ZZLUMDN1,1000151,Morden Station,4,51.40203,-0.19469,tube
940GZZLUMTC,4900ZZLUMTC1,1000152,Mornington Crescent Station,2,51.53413,-0.13913,tube
940GZZDLMUD,4900ZZDLMUD1,1002061,Mudchute Station,2,51.49118,-0.01469,dlr
940GZZLUNDN,4900ZZLUNDN1,1000153,Neasden Station,3,51.55402,-0.24976,tube
940GZZCRNWA,4900ZZCRNWA1,1002062,New Addington,,51.34249,-0.01722,tram
940GZZLUNBP,4900ZZLUNBP1,1000154,Newbury Park Station,4,51.57556,0.09065,tube
940GZZNEUGST,9400ZZNEUGST,1002196,Nine Elms Underground Station,1,51.479912,-0.128476,tube
940GZZLUNAN,4900ZZLUNAN1,1000157,North Acton Station,2+3,51.52346,-0.25976,tube
940GZZLUNEN,4900ZZLUNEN1,1000158,North Ealing Station,3,51.51755,-0.28915,tube
940GZZLUNGW,4900ZZLUNGW1,1000160,North Greenwich,2/3,51.50026,0.00462,tube
,HUBNGW,1000160,North Greenwich,2/3,51.500474,0.004295,bus;cable-car;tube
930GMIL,4900MIL0,1002067,North Greenwich Pier.,,51.50213,0.00778,river-bus
940GZZLUNHA,4900ZZLUNHA1,1000161,North Harrow Station,5,51.58492,-0.36202,tube
,HUBNWB,1000163,North Wembley,4,51.56258,-0.303992,bus;overground;tube
940GZZLUNWY,9400ZZLUNWY,1000163,North Wembley Underground Station,4,51.562551,-0.304,tube
940GZZLUNFD,4900ZZLUNFD1,1000159,Northfields Station,3,51.49927,-0.31455,tube
940GZZLUNHT,4900ZZLUNHT1,1000162,Northolt Station,5,51.54819,-0.36807,tube
940GZZLUNKP,4900ZZLUNKP1,1000164,Northwick Park Station,4,51.57871,-0.31818,tube
940GZZLUNWH,4900ZZLUNWH1,1000166,Northwood Hills Station,6,51.60078,-0.40947,tube
940GZZLUNOW,4900ZZLUNOW1,1000165,Northwood Station,6,51.61116,-0.4237,tube
940GZZLUNHG,4900ZZLUNHG1,1000167,Notting Hill Gate Station,1+2,51.50912,-0.19664,tube
940GZZLUOAK,4900ZZLUOAK1,1000168,Oakwood Station,5,51.64763,-0.13208,tube
,HUBOLD,1000169,Old Street,1,51.526065,-0.088193,bus;national-rail;tube
940GZZLUODS,9400ZZLUODS,1000169,Old Street Underground Station,1,51.525864,-0.08777,tube
940GZZLUOSY,4900ZZLUOSY1,1000171,Osterley Station,4,51.48089,-0.35162,tube
940GZZLUOVL,4900ZZLUOVL1,1000172,Oval Station,2,51.48193,-0.11249,tube
940GZZLUOXC,4900ZZLUOXC1,1000173,Oxford Circus Station,1,51.51537,-0.14217,tube
,HUBPAD,1000174,Paddington,1,51.516981,-0.17616,bus;elizabeth-line;national-rail;tube
940GZZLUPAH,4900ZZLUPAH1,1000175,Paddington (H&C Line),1,51.51687,-0.17722,tube
940GZZLUPAC,4900ZZLUPAC1,1000174,Paddington Underground Station,1,51.51549,-0.1757,tube
940GZZLUPKR,4900ZZLUPKR1,1000176,Park Royal Station,3,51.52707,-0.28417,tube
940GZZLUPSG,4900ZZLUPSG1,1000177,Parsons Green,2,51.47546,-0.20121,tube
940GZZLUPVL,4900ZZLUPVL1,1000178,Perivale Station,4,51.53677,-0.32401,tube
940GZZCRPHI,4900ZZCRPHI0,1002063,Phipps Bridge Tram Stop,,51.40398,-0.18164,tram
940GZZLUPCC,4900ZZLUPCC1,1000179,Piccadilly Circus,1,51.51023,-0.1352,tube
940GZZLUPCO,4900ZZLUPCO1,1000180,Pimlico Station,1,51.48896,-0.13372,tube
940GZZLUPNR,4900ZZLUPNR1,1000181,Pinner Station,5,51.59301,-0.3811,tube
940GZZLUPLW,4900ZZLUPLW1,1000182,Plaistow Station,3,51.53128,0.01804,tube
930GPLW,9300PLW1,1020308,Plantation Wharf Pier.,,51.466831,-0.181777,river-bus
940GZZDLPDK,9400ZZDLPDK,1002099,Pontoon Dock DLR Station,3,51.502212,0.032115,bus;dlr
940GZZDLPOP,4900ZZDLPOP1,1002064,Poplar,2,51.508,-0.01773,dlr
940GZZLUPRD,4900ZZLUPRD1,1000183,Preston Road Station,4,51.57178,-0.29487,tube
940GZZDLPRE,4900ZZDLPRE1,1002065,Prince Regent,3,51.50957,0.0342,dlr
940GZZDLPUD,4900ZZDLPUD1,1002066,Pudding Mill Lane,2/3,51.53401,-0.0131,dlr
940GZZLUPYB,4900ZZLUPYB1,1000184,Putney Bridge Station,2,51.46794,-0.20916,tube
930GPUT,4900PUT0,1002026,Putney Pier.,,51.46701,-0.21586,bus;river-bus
,HUBQPW,1000186,Queen's Park,2,51.534443,-0.204882,bus;national-rail;overground;tube
940GZZLUQPS,9400ZZLUQPS,1000186,Queen's Park Underground Station,2,51.534158,-0.204574,tube
940GZZLUQBY,4900ZZLUQBY1,1000185,Queensbury Station,4,51.5941,-0.28552,tube
940GZZLUQWY,4900ZZLUQWY1,1000187,Queensway Station,1,51.51062,-0.18717,tube
940GZZLURVP,4900ZZLURVP1,1000188,Ravenscourt Park Station,2,51.49406,-0.23656,tube
940GZZLURYL,4900ZZLURYL1,1000189,Rayners Lane Station,5,51.57495,-0.37076,tube
940GZZLURBG,4900ZZLURBG1,1000190,Redbridge Station,4,51.57628,0.04556,tube
940GZZCRRVC,4900ZZCRRVC0,1002068,Reeves Corner,,51.37474,-0.10624,tram
